"Envelope_ID","PopName","Pop_ID","PopCode2.x","Date_collected","stems","Clump_size","Notes","Type","Flower_number2","Fruit2","Total_seeds_counted","max_fruit","solo_fruit_count","seed_counted_in_solo_fruit","var_seeds","stdev_seeds","Seeds_per_fruit","PopCode2.y","Lat","Long","L","M","S"
"124","Loch Garry","T12","ON.T12",2015-10-23,"1","10","parasite on plant","P",60,60,17,"7",4,17,37.5833333333333,6.13052471924984,2.42857142857143,"ON.T12","45.25433","-74.71934","109","14","106"
"26","Loch Garry","T12","ON.T12",2015-10-23,"1","4",NA,"P",50,50,223,"5",3,101,44.3333333333333,6.65832811847939,44.6,"ON.T12","45.25433","-74.71934","109","14","106"
"513","Loch Garry","T12","ON.T12",2015-10-23,"1","5",NA,"P",205,205,128,"5",5,128,103.8,10.18822850156,25.6,"ON.T12","45.25433","-74.71934","109","14","106"
"543","Loch Garry","T12","ON.T12",2015-10-23,"1","4","ALL LATE ABORTED SEEDS","P",55,55,0,"6",6,0,0,0,0,"ON.T12","45.25433","-74.71934","109","14","106"
"572","Loch Garry","T12","ON.T12",2015-10-23,"1",NA,NA,"P",10,10,236,"5",5,236,211.7,14.5499140890934,47.2,"ON.T12","45.25433","-74.71934","109","14","106"
"632","Loch Garry","T12","ON.T12",2015-10-23,"1","15",NA,"P",55,45,45,"5",5,45,83.5,9.13783344124853,9,"ON.T12","45.25433","-74.71934","109","14","106"
"368","Loch Garry","T12","ON.T12",2015-10-23,"1","6",NA,"P",25,20,52,"6",6,52,13.4666666666667,3.66969571853944,8.66666666666667,"ON.T12","45.25433","-74.71934","109","14","106"
"3","Loch Garry","T12","ON.T12",2015-10-23,"1",NA,NA,"P",200,190,42,"5",0,0,NA,NA,8.4,"ON.T12","45.25433","-74.71934","109","14","106"
"34","Loch Garry","T12","ON.T12",2015-10-23,"1",NA,NA,"P",60,60,263,"5",5,263,373.8,19.3339080374352,52.6,"ON.T12","45.25433","-74.71934","109","14","106"
"186","Loch Garry","T12","ON.T12",2015-10-23,"1",NA,NA,"P",45,40,146,"6",3,82,394.333333333333,19.8578280114753,24.3333333333333,"ON.T12","45.25433","-74.71934","109","14","106"
"156","Loch Garry","T12","ON.T12",2015-10-23,"1","10",NA,"P",45,43,228,"5",5,228,265.3,16.2880324164707,45.6,"ON.T12","45.25433","-74.71934","109","14","106"
"220","Loch Garry","T12","ON.T12",2015-10-23,"1",NA,NA,"P",125,125,113,"6",1,26,NA,NA,18.8333333333333,"ON.T12","45.25433","-74.71934","109","14","106"
"410","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,"plants were interspersed among tall grasses. Estimates of clump size could not be obtained. ","P",215,215,227,"5",0,0,NA,NA,45.4,"ON.D9","43.859109","-78.840386","375","0","264"
"348","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",23,20,135,"6",1,0,NA,NA,22.5,"ON.D9","43.859109","-78.840386","375","0","264"
"330","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",105,105,65,"5",0,0,NA,NA,13,"ON.D9","43.859109","-78.840386","375","0","264"
"327","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",230,230,141,"5",3,78,4,2,28.2,"ON.D9","43.859109","-78.840386","375","0","264"
"150","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",500,500,154,"5",5,154,109.7,10.4737767782209,30.8,"ON.D9","43.859109","-78.840386","375","0","264"
"108","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",245,245,284,"5",5,284,221.7,14.8895936814945,56.8,"ON.D9","43.859109","-78.840386","375","0","264"
"36","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",130,130,464,"6",6,464,2630.26666666667,51.2861254791846,77.3333333333333,"ON.D9","43.859109","-78.840386","375","0","264"
"6","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",195,195,386,"8",8,386,88.5,9.40744386111339,48.25,"ON.D9","43.859109","-78.840386","375","0","264"
"63","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",320,320,686,"7",8,686,7372.78571428571,85.8649271488989,98,"ON.D9","43.859109","-78.840386","375","0","264"
"671","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,"small secondary branches","P",139,139,323,"5",5,323,204.3,14.2933550994859,64.6,"ON.D9","43.859109","-78.840386","375","0","264"
"608","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",144,144,136,"5",5,136,719.7,26.827224977623,27.2,"ON.D9","43.859109","-78.840386","375","0","264"
"516","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",102,102,208,"6",0,0,NA,NA,34.6666666666667,"ON.D9","43.859109","-78.840386","375","0","264"
"518","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",115,115,153,"5",0,0,NA,NA,30.6,"ON.D9","43.859109","-78.840386","375","0","264"
"309","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",55,55,218,"5",5,218,117.8,10.8535708409721,43.6,"ON.D9","43.859109","-78.840386","375","0","264"
"458","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",70,70,121,"4",0,0,NA,NA,30.25,"ON.D9","43.859109","-78.840386","375","0","264"
"216","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",105,105,91,"5",2,42,0,0,18.2,"ON.D9","43.859109","-78.840386","375","0","264"
"395","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",95,95,183,"6",0,0,NA,NA,30.5,"ON.D9","43.859109","-78.840386","375","0","264"
"336","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",90,90,167,"5",0,0,NA,NA,33.4,"ON.D9","43.859109","-78.840386","375","0","264"
"252","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",134,134,153,"6",0,0,NA,NA,25.5,"ON.D9","43.859109","-78.840386","375","0","264"
"515","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",70,70,79,"5",5,79,127.7,11.3004424692133,15.8,"ON.D9","43.859109","-78.840386","375","0","264"
"569","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",182,182,97,"3",1,34,NA,NA,32.3333333333333,"ON.D9","43.859109","-78.840386","375","0","264"
"605","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",50,50,102,"5",0,0,NA,NA,20.4,"ON.D9","43.859109","-78.840386","375","0","264"
"66","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",88,88,119,"4",0,0,NA,NA,29.75,"ON.D9","43.859109","-78.840386","375","0","264"
"8","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",280,280,165,"5",5,165,19,4.35889894354067,33,"ON.D9","43.859109","-78.840386","375","0","264"
"14","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",345,345,155,"5",0,0,NA,NA,31,"ON.D9","43.859109","-78.840386","375","0","264"
"452","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",360,360,198,"5",5,198,133.3,11.5455619178973,39.6,"ON.D9","43.859109","-78.840386","375","0","264"
"488","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",490,490,110,"5 ",0,0,NA,NA,22,"ON.D9","43.859109","-78.840386","375","0","264"
"539","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",460,460,154,"4",0,0,NA,NA,38.5,"ON.D9","43.859109","-78.840386","375","0","264"
"521","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",215,215,132,"4",0,0,NA,NA,33,"ON.D9","43.859109","-78.840386","375","0","264"
"401","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",20,20,347,"5",5,347,54.8,7.4027022093287,69.4,"ON.D9","43.859109","-78.840386","375","0","264"
"305","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",210,210,7,"5",5,7,9.8,3.13049516849971,1.4,"ON.D9","43.859109","-78.840386","375","0","264"
"321","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",40,40,159,"5",5,159,46.2,6.79705818718657,31.8,"ON.D9","43.859109","-78.840386","375","0","264"
"123","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",180,180,114,"5 ",0,0,NA,NA,22.8,"ON.D9","43.859109","-78.840386","375","0","264"
"306","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",295,295,314,"7",0,0,NA,NA,44.8571428571429,"ON.D9","43.859109","-78.840386","375","0","264"
"96","Pumphouse Marsh","D9","ON.D9",2015-10-25,"1",NA,NA,"P",65,65,128,"5",1,20,NA,NA,25.6,"ON.D9","43.859109","-78.840386","375","0","264"
"346","Bewdley A","D5","ON.D5",2015-10-30,"stema",NA,"2 stems this is first","P",330,310,57,"7",0,0,NA,NA,8.14285714285714,NA,NA,NA,NA,NA,NA
"346","Bewdley A","D5","ON.D5",2015-10-30,"stemb",NA,"2 stems this is second","P",330,310,57,"7",0,0,NA,NA,8.14285714285714,NA,NA,NA,NA,NA,NA
"313","Bewdley A","D5","ON.D5",2015-10-30,"1",NA,"parasite on plant","P",80,80,130,"6",0,0,NA,NA,21.6666666666667,NA,NA,NA,NA,NA,NA
"392","Bewdley A","D5","ON.D5",2015-10-30,"1",NA,NA,"P",140,135,46,"5",0,0,NA,NA,9.2,NA,NA,NA,NA,NA,NA
"120","Bewdley A","D5","ON.D5",2015-10-30,"1","5",NA,"P",87,85,76,"5",0,0,NA,NA,15.2,NA,NA,NA,NA,NA,NA
"524","Bewdley A","D5","ON.D5",2015-10-30,"stema",NA,"2 stems this is first","P",215,215,152,"5",3,80,176.333333333333,13.2790561913614,30.4,NA,NA,NA,NA,NA,NA
"524","Bewdley A","D5","ON.D5",2015-10-30,"stemb",NA,"2 stems this is second","P",215,215,152,"5",3,80,176.333333333333,13.2790561913614,30.4,NA,NA,NA,NA,NA,NA
"614","Bewdley A","D5","ON.D5",2015-10-30,"1",NA,NA,"P",187,187,72,"7",0,0,NA,NA,10.2857142857143,NA,NA,NA,NA,NA,NA
"9","Bewdley A","D5","ON.D5",2015-10-30,"1",NA,NA,"P",265,265,120,"5",1,12,NA,NA,24,NA,NA,NA,NA,NA,NA
"225","Bewdley A","D5","ON.D5",2015-10-30,"1",NA,NA,"P",425,425,120,"5",0,0,NA,NA,24,NA,NA,NA,NA,NA,NA
"159","Bewdley A","D5","ON.D5",2015-10-30,"1",NA,NA,"P",85,85,21,"3",1,4,NA,NA,7,NA,NA,NA,NA,NA,NA
"39","Bewdley A","D5","ON.D5",2015-10-30,"1","15","small fruit","P",95,90,78,"4",0,0,NA,NA,19.5,NA,NA,NA,NA,NA,NA
"307","Bewdley A","D5","ON.D5",2015-10-30,"stema",NA,NA,"P",210,210,80,"4",0,0,NA,NA,20,NA,NA,NA,NA,NA,NA
"307","Bewdley A","D5","ON.D5",2015-10-30,"stemb",NA,NA,"P",210,210,80,"4",0,0,NA,NA,20,NA,NA,NA,NA,NA,NA
"519","Bewdley A","D5","ON.D5",2015-10-30,"1","15",NA,"P",155,155,124,"5",1,16,NA,NA,24.8,NA,NA,NA,NA,NA,NA
"464","Bewdley A","D5","ON.D5",2015-10-30,"1","8",NA,"P",215,215,82,"5 ",0,0,NA,NA,16.4,NA,NA,NA,NA,NA,NA
"635","Bewdley A","D5","ON.D5",2015-10-30,"1","6",NA,"P",285,285,38,"5",0,0,NA,NA,7.6,NA,NA,NA,NA,NA,NA
"545","Bewdley A","D5","ON.D5",2015-10-30,"1","3","Only 2 of the secondary branches have flowers","P",25,25,152,"4",4,152,70.6666666666667,8.40634680861233,38,NA,NA,NA,NA,NA,NA
"578","Bewdley A","D5","ON.D5",2015-10-30,"1","20","parasite on plant","P",5,5,78,"5",5,78,83.8,9.15423399307665,15.6,NA,NA,NA,NA,NA,NA
"611","Bewdley A","D5","ON.D5",2015-10-30,"1",NA,"6 secondary branches with flowers","P",110,110,133,"5",5,133,15.8,3.97492138287036,26.6,NA,NA,NA,NA,NA,NA
"72","Bewdley A","D5","ON.D5",2015-10-30,"1","20","Only 2 secondary branches with flowers","P",20,20,301,"5",0,0,NA,NA,60.2,NA,NA,NA,NA,NA,NA
"189","Bewdley A","D5","ON.D5",2015-10-30,"1",NA,NA,"P",100,100,192,"6",1,170,NA,NA,32,NA,NA,NA,NA,NA,NA
"97","Bewdley A","D5","ON.D5",2015-10-30,"1",NA,"parasite on plant","P",30,30,151,"6",0,0,NA,NA,25.1666666666667,NA,NA,NA,NA,NA,NA
"127","Bewdley A","D5","ON.D5",2015-10-30,"1",NA,NA,"P",125,125,218,"5",0,0,NA,NA,43.6,NA,NA,NA,NA,NA,NA
"70","Bewdley A","D5","ON.D5",2015-10-30,"1","12","parasite on plant","P",55,55,131,"5",0,0,NA,NA,26.2,NA,NA,NA,NA,NA,NA
"40","Bewdley A","D5","ON.D5",2015-10-30,"1","4","this is the sole stem with flowers. Parasite on plants","P",5,5,128,"5",5,128,471.3,21.709444949146,25.6,NA,NA,NA,NA,NA,NA
"192","Bewdley A","D5","ON.D5",2015-10-30,"1","6","this is the only flowering stem in the clump and only one not smothered by parasite","P",35,35,27,"5",5,27,9.8,3.13049516849971,5.4,NA,NA,NA,NA,NA,NA
"168","Bewdley A","D5","ON.D5",2015-10-30,"1","12",NA,"P",38,38,122,"5",1,3,NA,NA,24.4,NA,NA,NA,NA,NA,NA
"217","Bewdley A","D5","ON.D5",2015-10-30,"1","12",NA,"P",165,165,213,"6",2,54,200,14.142135623731,35.5,NA,NA,NA,NA,NA,NA
"250","Bewdley A","D5","ON.D5",2015-10-30,"1",NA,"parasite on plant","P",155,150,54,"5",0,0,NA,NA,10.8,NA,NA,NA,NA,NA,NA
"554","Bewdley A","D5","ON.D5",2015-10-30,"1","6",NA,"P",20,18,34,"5",5,34,6.7,2.58843582110896,6.8,NA,NA,NA,NA,NA,NA
"665","Bewdley A","D5","ON.D5",2015-10-30,"stema","5",NA,"P",440,440,261,"6",0,0,NA,NA,43.5,NA,NA,NA,NA,NA,NA
"665","Bewdley A","D5","ON.D5",2015-10-30,"stemb",NA,"stem looks broken","P",440,440,261,"6",0,0,NA,NA,43.5,NA,NA,NA,NA,NA,NA
"422","Caledon","M4","ON.M4",2015-10-25,"1",NA,NA,"M",5,0,0,"0",1,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"374","Caledon","M4","ON.M4",2015-10-25,"1",NA,NA,"M",3,1,6,"3",3,6,12,3.46410161513775,2,NA,NA,NA,NA,NA,NA
"345","Caledon","M4","ON.M4",2015-10-25,"1",NA,NA,"M",4,0,0,"0",1,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"234","Caledon","M4","ON.M4",2015-10-25,"1",NA,NA,"M",5,0,0,"0",1,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"177","Caledon","M4","ON.M4",2015-10-25,"1",NA,NA,"M",4,4,0,"2",2,0,0,0,0,NA,NA,NA,NA,NA,NA
"198","Caledon","M4","ON.M4",2015-10-25,"1",NA,"check seeds in fruit","M",22,7,41,"5",5,41,29.7,5.44977063737548,8.2,NA,NA,NA,NA,NA,NA
"87","Caledon","M4","ON.M4",2015-10-25,"1",NA,NA,"M",5,0,0,"1",1,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"674","Caledon","M4","ON.M4",2015-10-25,"1",NA,NA,"M",15,4,3,"5",5,3,1.8,1.34164078649987,0.6,NA,NA,NA,NA,NA,NA
"641","Caledon","M4","ON.M4",2015-10-25,"1",NA,NA,"M",6,0,0,"2",2,0,0,0,0,NA,NA,NA,NA,NA,NA
"54","Caledon","M4","ON.M4",2015-10-25,"1",NA,NA,"M",55,25,23,"5",5,23,17.3,4.15932686861708,4.6,NA,NA,NA,NA,NA,NA
"18","Rideau Bird Sanctuary","T17","ON.T16",2015-10-26,"1",NA,"although I have an envelope it is empty. I don't know where those fruits disappeared","P",55,0,0,"0",1,0,NA,NA,0,"ON.T16","44.902138","-75.869711","62","26","1"
"581","Rideau Bird Sanctuary","T17","ON.T16",2015-10-26,"1","20",NA,"P",20,20,27,"2",0,0,NA,NA,13.5,"ON.T16","44.902138","-75.869711","62","26","1"
"130","Rideau Bird Sanctuary","T17","ON.T16",2015-10-26,"1",NA,NA,"P",50,50,30,"2",2,30,8,2.82842712474619,15,"ON.T16","44.902138","-75.869711","62","26","1"
"174","Rideau Bird Sanctuary","T17","ON.T16",2015-10-26,"1",NA,NA,"P",36,36,67,"4",0,0,NA,NA,16.75,"ON.T16","44.902138","-75.869711","62","26","1"
"195","Rideau Bird Sanctuary","T17","ON.T16",2015-10-26,"1",NA,NA,"P",55,55,231,"6",3,147,108,10.3923048454133,38.5,"ON.T16","44.902138","-75.869711","62","26","1"
"180","Rideau Bird Sanctuary","T17","ON.T16",2015-10-26,"1",NA,NA,"P",110,110,316,"5",3,189,79,8.88819441731559,63.2,"ON.T16","44.902138","-75.869711","62","26","1"
"78","Rideau Bird Sanctuary","T17","ON.T16",2015-10-26,"1","6","this is the only flowering stem in the clump","P",2,1,6,"2",2,6,8,2.82842712474619,3,"ON.T16","44.902138","-75.869711","62","26","1"
"620","Rideau Bird Sanctuary","T17","ON.T16",2015-10-26,"1",NA,NA,"P",50,50,110,"4",0,0,NA,NA,27.5,"ON.T16","44.902138","-75.869711","62","26","1"
"551","Rideau Bird Sanctuary","T17","ON.T16",2015-10-26,"1","15",NA,"P",25,25,82,"3",0,0,NA,NA,27.3333333333333,"ON.T16","44.902138","-75.869711","62","26","1"
"525","Rideau Bird Sanctuary","T17","ON.T16",2015-10-26,"1","10",NA,"P",50,50,31,"4",4,31,18.9166666666667,4.3493294502333,7.75,"ON.T16","44.902138","-75.869711","62","26","1"
"109","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",125,125,54,"4",2,16,2,1.4142135623731,13.5,NA,NA,NA,NA,NA,NA
"389","Otty Lake","D7","ON.D7",2015-10-26,"1","1",NA,"P",180,180,141,"5",0,0,NA,NA,28.2,NA,NA,NA,NA,NA,NA
"51","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",189,189,153,"5",0,0,NA,NA,30.6,NA,NA,NA,NA,NA,NA
"240","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",205,205,16,"5",0,0,NA,NA,3.2,NA,NA,NA,NA,NA,NA
"270","Otty Lake","D7","ON.D7",2015-10-26,"1","4",NA,"P",109,109,14,"5",1,1,NA,NA,2.8,NA,NA,NA,NA,NA,NA
"331","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",87,87,38,"5",0,0,NA,NA,7.6,NA,NA,NA,NA,NA,NA
"434","Otty Lake","D7","ON.D7",2015-10-26,"1","10",NA,"P",295,295,35,"5",0,0,NA,NA,7,NA,NA,NA,NA,NA,NA
"416","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",275,275,23,"7",2,6,2,1.4142135623731,3.28571428571429,NA,NA,NA,NA,NA,NA
"302","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",80,80,42,"5",5,42,8.8,2.96647939483827,8.4,NA,NA,NA,NA,NA,NA
"717","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",25,25,71,"5",3,55,185.333333333333,13.6137185711081,14.2,NA,NA,NA,NA,NA,NA
"570","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",150,150,174,"3",0,0,NA,NA,58,NA,NA,NA,NA,NA,NA
"536","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",170,170,42,"4",0,0,NA,NA,10.5,NA,NA,NA,NA,NA,NA
"506","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",360,360,20,"5",1,0,NA,NA,4,NA,NA,NA,NA,NA,NA
"242","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",95,95,25,"6",0,0,NA,NA,4.16666666666667,NA,NA,NA,NA,NA,NA
"181","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",170,170,12,"4",4,12,2,1.4142135623731,3,NA,NA,NA,NA,NA,NA
"4","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",140,140,75,"5",0,0,NA,NA,15,NA,NA,NA,NA,NA,NA
"476","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",115,115,29,"5",0,0,NA,NA,5.8,NA,NA,NA,NA,NA,NA
"89","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,"solo stem","P",35,35,109,"5",0,0,NA,NA,21.8,NA,NA,NA,NA,NA,NA
"716","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",305,305,68,"6",1,0,NA,NA,11.3333333333333,NA,NA,NA,NA,NA,NA
"601","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",190,190,123,"5",0,0,NA,NA,24.6,NA,NA,NA,NA,NA,NA
"505","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",120,120,29,"4",2,3,0.5,0.707106781186548,7.25,NA,NA,NA,NA,NA,NA
"478","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",110,110,19,"5",2,3,4.5,2.12132034355964,3.8,NA,NA,NA,NA,NA,NA
"448","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",168,168,47,"5",0,0,NA,NA,9.4,NA,NA,NA,NA,NA,NA
"356","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",127,127,33,"5",0,0,NA,NA,6.6,NA,NA,NA,NA,NA,NA
"266","Otty Lake","D7","ON.D7",2015-10-26,"1","20",NA,"P",100,100,29,"5 ",0,0,NA,NA,5.8,NA,NA,NA,NA,NA,NA
"53","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",258,258,9,"5",5,9,2.7,1.6431676725155,1.8,NA,NA,NA,NA,NA,NA
"28","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",125,125,57,"5",0,0,NA,NA,11.4,NA,NA,NA,NA,NA,NA
"523","Otty Lake","D7","ON.D7",2015-10-26,"1","6",NA,"P",30,30,75,"3",0,0,NA,NA,25,NA,NA,NA,NA,NA,NA
"272","Otty Lake","D7","ON.D7",2015-10-26,"1","8",NA,"P",36,36,37,"4",1,4,NA,NA,9.25,NA,NA,NA,NA,NA,NA
"420","Otty Lake","D7","ON.D7",2015-10-26,"1",NA,NA,"P",85,85,41,"5",2,10,0,0,8.2,NA,NA,NA,NA,NA,NA
"390","Otty Lake","D7","ON.D7",2015-10-26,"stema",NA,"collected this stem","P",165,165,50,"5",0,0,NA,NA,10,NA,NA,NA,NA,NA,NA
"390","Otty Lake","D7","ON.D7",2015-10-26,"stemb",NA,NA,"P",165,165,50,"5",0,0,NA,NA,10,NA,NA,NA,NA,NA,NA
"419","Cow Bay QUBS","T6","EO.T6",2015-10-27,"stema",NA,NA,"P",49,49,107,"4",4,107,62.9166666666667,7.9320026895272,26.75,NA,NA,NA,NA,NA,NA
"419","Cow Bay QUBS","T6","EO.T6",2015-10-27,"stemb",NA,NA,"P",49,49,107,"4",4,107,62.9166666666667,7.9320026895272,26.75,NA,NA,NA,NA,NA,NA
"479","Cow Bay QUBS","T6","EO.T6",2015-10-27,"1","8",NA,"P",37,37,82,"4",0,0,NA,NA,20.5,NA,NA,NA,NA,NA,NA
"386","Cow Bay QUBS","T6","EO.T6",2015-10-27,"1",NA,NA,"P",258,258,123,"4",0,0,NA,NA,30.75,NA,NA,NA,NA,NA,NA
"360","Cow Bay QUBS","T6","EO.T6",2015-10-27,"1",NA,NA,"P",229,229,158,"4",0,0,NA,NA,39.5,NA,NA,NA,NA,NA,NA
"426","Cow Bay QUBS","T6","EO.T6",2015-10-27,"stema",NA,NA,"P",84,84,110,"5",0,0,NA,NA,22,NA,NA,NA,NA,NA,NA
"426","Cow Bay QUBS","T6","EO.T6",2015-10-27,"stemb",NA,NA,"P",84,84,110,"5",0,0,NA,NA,22,NA,NA,NA,NA,NA,NA
"747","Cow Bay QUBS","T6","EO.T6",2015-10-27,"1",NA,NA,"P",68,68,64,"4",0,0,NA,NA,16,NA,NA,NA,NA,NA,NA
"82","Cow Bay QUBS","T6","EO.T6",2015-10-27,"1",NA,NA,"P",82,82,86,"4",0,0,NA,NA,21.5,NA,NA,NA,NA,NA,NA
"10","Cow Bay QUBS","T6","EO.T6",2015-10-27,"1",NA,NA,"P",135,135,28,"2",0,0,NA,NA,14,NA,NA,NA,NA,NA,NA
"35","Cow Bay QUBS","T6","EO.T6",2015-10-27,"1",NA,NA,"P",105,105,74,"5",0,0,NA,NA,14.8,NA,NA,NA,NA,NA,NA
"185","Cow Bay QUBS","T6","EO.T6",2015-10-27,"1","6","these are 8 smallish branches with 0 flowers","P",37,37,215,"6",0,0,NA,NA,35.8333333333333,NA,NA,NA,NA,NA,NA
"98","Cow Bay QUBS","T6","EO.T6",2015-10-27,"1",NA,NA,"P",55,55,155,"5",0,0,NA,NA,31,NA,NA,NA,NA,NA,NA
"215","Cow Bay QUBS","T6","EO.T6",2015-10-27,"1",NA,NA,"P",150,150,186,"5",0,0,NA,NA,37.2,NA,NA,NA,NA,NA,NA
"275","Cow Bay QUBS","T6","EO.T6",2015-10-27,"1","6",NA,"P",67,67,101,"5",0,0,NA,NA,20.2,NA,NA,NA,NA,NA,NA
"308","Cow Bay QUBS","T6","EO.T6",2015-10-27,"1","4",NA,"P",10,10,151,"5",0,0,NA,NA,30.2,NA,NA,NA,NA,NA,NA
