"Envelope_ID","PopName","Pop_ID","PopCode","PopCode2","Date_collected","stems","Clump_size","Flower_number","Fruit_number","Secondary_branches","Notes","Seed.number","Type","Flower_number2","Fruit2"
"78","Rideau Bird Sanctuary","T17","ON.T16","ON.T16","26-10-15","1","6",2,1,0,"this is the only flowering stem in the clump","","P",2,1
"620","Rideau Bird Sanctuary","T17","ON.T16","ON.T16","26-10-15","1","",50,50,3,"","","P",50,50
"551","Rideau Bird Sanctuary","T17","ON.T16","ON.T16","26-10-15","1","15",25,25,0,"","","P",25,25
"525","Rideau Bird Sanctuary","T17","ON.T16","ON.T16","26-10-15","1","10",50,50,0,"","","P",50,50
"109","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",125,125,10,"","","P",125,125
"389","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","1",180,180,10,"","","P",180,180
"51","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",189,189,6,"","","P",189,189
"240","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",205,205,8,"","","P",205,205
"270","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","4",109,109,0,"","","P",109,109
"331","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",87,87,0,"","","P",87,87
"434","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","10",295,295,11,"","","P",295,295
"416","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",275,275,12,"","","P",275,275
"302","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",80,80,10,"","","P",80,80
"717","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",25,25,0,"","","P",25,25
"570","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",150,150,6,"","","P",150,150
"536","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",170,170,8,"","","P",170,170
"506","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",360,360,8,"","","P",360,360
"242","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",95,95,0,"","","P",95,95
"181","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",170,170,2,"","","P",170,170
"4","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",140,140,18,"","","P",140,140
"476","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",115,115,0,"","","P",115,115
"89","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",35,35,0,"solo stem","","P",35,35
"716","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",305,305,16,"","","P",305,305
"601","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",190,190,5,"","","P",190,190
"505","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",120,120,8,"","","P",120,120
"478","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",110,110,0,"","","P",110,110
"448","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",168,168,4,"","","P",168,168
"356","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",127,127,0,"","","P",127,127
"266","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","20",100,100,11,"","","P",100,100
"53","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",258,258,6,"","","P",258,258
"28","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",125,125,10,"","","P",125,125
"523","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","6",30,30,0,"","","P",30,30
"272","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","8",36,36,0,"","","P",36,36
"420","Otty Lake","D7","ON.D7","ON.D7","26-10-15","1","",85,85,5,"","","P",85,85
"390","Otty Lake","D7","ON.D7","ON.D7","26-10-15","stema","",85,85,0,"collected this stem","","P",165,165
"419","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","stema","",39,39,0,"","","P",49,49
"479","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","8",37,37,0,"","","P",37,37
"386","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",258,258,12,"","","P",258,258
"360","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",229,229,6,"","","P",229,229
"426","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","stema","",47,47,0,"","","P",84,84
"747","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",68,68,0,"","","P",68,68
"82","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",82,82,10,"","","P",82,82
"10","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",135,135,12,"","","P",135,135
"35","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",105,105,1,"","","P",105,105
"185","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","6",37,37,8,"these are 8 smallish branches with 0 flowers","","P",37,37
"98","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",55,55,4,"","","P",55,55
"215","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",150,150,9,"","","P",150,150
"275","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","6",67,67,0,"","","P",67,67
"308","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","4",10,10,0,"","","P",10,10
"511","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",115,110,4,"","","P",115,110
"509","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",35,35,3,"","","P",35,35
"508","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",100,100,4,"","","P",100,100
"359","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",100,100,0,"","","P",100,100
"391","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",145,145,6,"","","P",145,145
"364","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",70,70,4,"","","P",70,70
"520","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",80,80,3,"","","P",80,80
"451","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",185,185,10,"","","P",185,185
"449","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",110,110,4,"","","P",110,110
"720","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",195,195,12,"","","P",195,195
"76","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",85,85,4,"","","P",85,85
"62","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",140,140,10,"","","P",140,140
"211","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","3",58,58,0,"","","P",58,58
"121","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",53,53,0,"","","P",53,53
"152","Cow Bay QUBS","T6","ON.T6","EO.T6","27-10-15","1","",45,45,3,"","","P",45,45
"500","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",35,35,9,"Only 1 branch had flowers","","M",35,35
"713","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",70,69,4,"2 branches made flowers","","M",70,69
"494","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",35,35,6,"","","M",35,35
"119","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",30,30,16,"","","M",30,30
"207","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",25,0,13,"","","M",25,0
"680","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",13,13,10,"","","M",13,13
"25","Constance Lake","M9","ON.M9","ON.M9","13-10-15","stema","",40,30,10,"ALL LATE ABORTED SEEDS","","M",40,30
"149","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",80,80,10,"","","M",80,80
"584","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",20,20,9,"","","M",20,20
"110","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",35,30,8,"","","M",35,30
"204","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",20,20,9,"parasite on plant","","M",20,20
"258","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",3,3,13,"","","M",3,3
"707","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",45,20,11,"","","M",45,20
"13","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",7,7,5,"","","M",7,7
"202","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",10,7,8,"","","M",10,7
"140","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",75,75,14,"","","M",75,75
"653","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",35,30,12,"ALL LATE ABORTED SEEDS","","M",35,30
"565","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",35,0,14,"","","M",35,0
"628","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",15,8,6,"","","M",15,8
"658","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",50,50,12,"","","M",50,50
"122","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",21,11,8,"ALL LATE ABORTED SEEDS","","M",21,11
"598","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","12",75,75,9,"ALL LATE ABORTED SEEDS","","M",75,75
"710","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",65,63,8,"","","M",65,63
"686","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","3",10,8,10,"3 ramets each with 10 secondary branches loads of parasite on plants","","M",10,8
"316","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",35,30,13,"","","M",35,30
"322","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",110,110,18,"","","M",110,110
"470","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",10,10,8,"","","M",10,10
"282","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",35,20,10,"","","M",35,20
"402","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",60,60,10,"","","M",60,60
"377","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","2",15,12,8,"","","M",15,12
"590","Constance Lake","M9","ON.M9","ON.M9","13-10-15","1","",20,8,10,"","","M",20,8
"715","Constance Lake","M9","ON.M9","ON.M9","13-10-15","stema","2",45,45,12,"2 stems the second stem has 9 secondary branches and 0 flowers","","M",45,45
"269","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","6",10,8,3,"","","M",10,8
"64","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","8",195,190,8,"","","M",195,190
"481","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","12",20,20,7,"","","M",20,20
"721","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","15",10,9,0,"","","M",10,9
"722","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","15",20,15,0,"","","M",20,15
"85","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","",75,60,0,"","","M",75,60
"56","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","",35,30,0,"","","M",35,30
"206","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","8",6,2,0,"fruit1 has 3 seeds fruit2 1","4","M",6,2
"239","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","8",11,0,0,"might be all aborted fruit","","M",11,0
"179","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","",15,10,0,"","","M",15,10
"151","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","",30,27,0,"","","M",30,27
"115","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","",55,45,0,"","","M",55,45
"538","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","",5,3,0,"","","M",5,3
"362","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","",35,35,0,"","","M",35,35
"719","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","",25,25,1,"","","M",25,25
"631","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","",10,9,0,"","","M",10,9
"203","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","",4,0,0,"","","M",4,0
"31","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","",5,3,0,"","","M",5,3
"718","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","",11,7,0,"","","M",11,7
"91","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","",45,40,0,"","","M",45,40
"27","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","",23,1,0,"1 fruit with 6 seeds","","M",23,1
"690","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","",20,17,0,"","","M",20,17
"691","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","",30,25,0,"","","M",30,25
"661","Mud Lake","M3","ON.M3","ON.M3","16-10-15","1","",21,20,0,"","","M",21,20
"610","Scugog","D2","ON.D2","ON.D2","26-10-15","1","",75,75,4,"","","P",75,75
"370","Scugog","D2","ON.D2","ON.D2","26-10-15","1","",25,23,2,"","","P",25,23
"675","Scugog","D2","ON.D2","ON.D2","26-10-15","1","5",120,120,0,"","","P",120,120
"285","Scugog","D2","ON.D2","ON.D2","26-10-15","1","8",50,49,0,"","","P",50,49
"734","Scugog","D2","ON.D2","ON.D2","26-10-15","1","",20,20,3,"","","P",20,20
"256","Scugog","D2","ON.D2","ON.D2","26-10-15","1","",90,90,0,"","","P",90,90
"634","Scugog","D2","ON.D2","ON.D2","26-10-15","1","9",65,60,6,"","","P",65,60
"427","Scugog","D2","ON.D2","ON.D2","26-10-15","1","",50,50,0,"","","P",50,50
"460","Scugog","D2","ON.D2","ON.D2","26-10-15","1","15",40,38,3,"","","P",40,38
"253","Scugog","D2","ON.D2","ON.D2","26-10-15","1","15",45,40,8,"","","P",45,40
"429","Scugog","D2","ON.D2","ON.D2","26-10-15","1","5",25,25,0,"","","P",25,25
"462","Scugog","D2","ON.D2","ON.D2","26-10-15","1","10",40,40,0,"","","P",40,40
"626","Scugog","D2","ON.D2","ON.D2","26-10-15","1","4",8,8,3,"","","P",8,8
"366","Scugog","D2","ON.D2","ON.D2","26-10-15","1","",15,15,0,"","","P",15,15
"736","Scugog","D2","ON.D2","ON.D2","26-10-15","1","10",30,30,0,"","","P",30,30
"294","Scugog","D2","ON.D2","ON.D2","26-10-15","1","6",65,60,5,"","","P",65,60
"373","Scugog","D2","ON.D2","ON.D2","26-10-15","1","",13,13,0,"","","P",13,13
"667","Scugog","D2","ON.D2","ON.D2","26-10-15","1","5",45,45,3,"","","P",45,45
"289","Scugog","D2","ON.D2","ON.D2","26-10-15","1","6",65,60,0,"","","P",65,60
"731","Scugog","D2","ON.D2","ON.D2","26-10-15","1","5",30,25,0,"","","P",30,25
"291","Scugog","D2","ON.D2","ON.D2","26-10-15","1","4",15,15,0,"","","P",15,15
"733","Scugog","D2","ON.D2","ON.D2","26-10-15","1","2",20,18,0,"","","P",20,18
"648","Scugog","D2","ON.D2","ON.D2","26-10-15","1","8",55,50,6,"","","P",55,50
"435","Scugog","D2","ON.D2","ON.D2","26-10-15","1","6",25,25,0,"","","P",25,25
"489","Scugog","D2","ON.D2","ON.D2","26-10-15","1","6",60,60,0,"","","P",60,60
"468","Scugog","D2","ON.D2","ON.D2","26-10-15","1","5 to 40",65,65,0,"","","P",65,65
"624","Scugog","D2","ON.D2","ON.D2","26-10-15","1","3",60,60,0,"","","P",60,60
"314","Scugog","D2","ON.D2","ON.D2","26-10-15","1","12",60,60,0,"","","P",60,60
"678","Scugog","D2","ON.D2","ON.D2","26-10-15","1","6",145,145,9,"","","P",145,145
"292","Black River ","T14","ON.T14","ON.T14","15-10-15","1","",20,20,14,"","","P",20,20
"372","Black River ","T14","ON.T14","ON.T14","15-10-15","1","",45,45,8,"","","P",45,45
"637","Black River ","T14","ON.T14","ON.T14","15-10-15","1","",35,34,0,"","","P",35,34
"259","Black River ","T14","ON.T14","ON.T14","15-10-15","1","",75,75,4,"","","P",75,75
"699","Black River ","T14","ON.T14","ON.T14","15-10-15","1","",12,10,4,"","","P",12,10
"702","Black River ","T14","ON.T14","ON.T14","15-10-15","1","",65,60,10,"ALL LATE ABORTED SEEDS","","P",65,60
"696","Black River ","T14","ON.T14","ON.T14","15-10-15","1","",28,26,0,"","","P",28,26
"340","Black River ","T14","ON.T14","ON.T14","15-10-15","1","3",55,55,0,"","","P",55,55
"651","Black River ","T14","ON.T14","ON.T14","15-10-15","1","",25,10,0,"","","P",25,10
"320","Black River ","T14","ON.T14","ON.T14","15-10-15","1","",35,35,20,"","","P",35,35
"284","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",45,45,4,"","","M",45,45
"490","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",20,20,11,"","","M",20,20
"463","Holland River","M12","ON.M12","ON.M12","15-10-15","1","30",15,15,0,"","","M",15,15
"317","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",365,365,12,"","","M",365,365
"280","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",85,85,13,"","","M",85,85
"673","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",30,30,13,"","","M",30,30
"557","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",60,55,10,"","","M",60,55
"560","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",125,125,16,"","","M",125,125
"546","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",270,270,14,"","","M",270,270
"676","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",70,70,0,"","","M",70,70
"549","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",5,5,0,"","","M",5,5
"338","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",230,230,9,"","","M",230,230
"558","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",110,110,8,"","","M",110,110
"341","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",30,30,12,"","","M",30,30
"613","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",65,65,0,"","","M",65,65
"323","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",95,95,10,"","","M",95,95
"553","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",105,105,10,"","","M",105,105
"550","Holland River","M12","ON.M12","ON.M12","15-10-15","1","3",60,60,0,"","","M",60,60
"616","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",55,55,9,"","","M",55,55
"287","Holland River","M12","ON.M12","ON.M12","15-10-15","1","30",21,21,2,"","","M",21,21
"697","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",145,145,10,"","","M",145,145
"619","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",15,15,0,"","","M",15,15
"643","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",50,50,4,"","","M",50,50
"430","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",65,65,18,"","","M",65,65
"290","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",185,185,10,"","","M",185,185
"547","Holland River","M12","ON.M12","ON.M12","15-10-15","1","",55,54,0,"","","M",55,54
"700","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",58,58,8,"","","M",58,58
"466","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",33,33,0,"","","M",33,33
"493","Barrie","M13","ON.M13","ON.M13","17-10-15","1","6",55,55,0,"","","M",55,55
"679","Barrie","M13","ON.M13","ON.M13","17-10-15","1","2",30,30,0,"","","M",30,30
"640","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",90,90,6,"","","M",90,90
"281","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",60,60,4,"","","M",60,60
"739","Barrie","M13","ON.M13","ON.M13","17-10-15","stema","",11,11,0,"","","M",27,27
"344","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",33,33,9,"","","M",33,33
"737","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",35,32,0,"","","M",35,32
"347","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",17,17,0,"","","M",17,17
"740","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",35,33,0,"","","M",35,33
"446","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",12,12,0,"","","M",12,12
"187","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",60,55,0,"","","M",60,55
"469","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",45,44,0,"","","M",45,44
"742","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",18,17,0,"","","M",18,17
"498","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",25,24,0,"","FEW LATE ABORTED SEEDS ","M",25,24
"326","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",40,35,0,"","","M",40,35
"561","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",58,58,0,"","","M",58,58
"433","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",100,100,8,"","","M",100,100
"681","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",25,25,0,"","","M",25,25
"438","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",140,140,5,"","","M",140,140
"654","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",100,100,6,"","","M",100,100
"350","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",70,70,0,"","","M",70,70
"293","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",28,28,0,"","","M",28,28
"375","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",50,47,0,"","","M",50,47
"262","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",60,60,0,"","","M",60,60
"622","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",65,65,0,"","","M",65,65
"732","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",6,6,0,"","","M",6,6
"706","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",75,75,0,"","","M",75,75
"295","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",23,23,0,"","","M",23,23
"495","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",40,40,0,"","","M",40,40
"564","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",7,7,0,"","","M",7,7
"265","Barrie","M13","ON.M13","ON.M13","17-10-15","1","",16,15,0,"","","M",16,15
"682","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",11,11,0,"","","M",11,11
"268","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",3,3,0,"","","M",3,3
"684","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",9,9,0,"","","M",9,9
"471","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",17,17,0,"","","M",17,17
"660","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",16,14,0,"","","M",16,14
"441","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",7,2,0,"","","M",7,2
"627","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",14,14,0,"","","M",14,14
"745","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",27,27,0,"","","M",27,27
"376","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",15,15,0,"","","M",15,15
"378","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",4,4,0,"","","M",4,4
"444","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",8,8,0,"","","M",8,8
"630","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",14,14,0,"","","M",14,14
"567","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",19,19,0,"","","M",19,19
"329","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",12,3,0,"","","M",12,3
"474","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",14,12,0,"","","M",14,12
"496","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",16,16,0,"","","M",16,16
"55","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",10,10,0,"","","M",10,10
"278","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",12,10,0,"","","M",12,10
"599","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",1,1,0,"","","M",1,1
"709","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","8",8,8,0,"","","M",8,8
"693","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","3",40,7,0,"","","M",40,7
"447","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",9,6,0,"","","M",9,6
"271","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",26,26,0,"","","M",26,26
"297","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",23,23,0,"","","M",23,23
"381","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",3,3,0,"","","M",3,3
"352","Lafarce","M14","ON.M14","ON.M14","17-10-15","1","",15,15,0,"","","M",15,15
