"Envelope_ID","Type","PopName","Pop_ID","PopCode2","Date_collected","Clump_size","Secondary_branches","Flower_num","Fruit_num","Fruit_num_counted","Total_seeds_counted","Seeds_per_fruit","Seed_var","Seed_stdev"
148,"M","Jock River I","M8","ON.M8","13-10-15","40",0,150,150,16,224,14,64.3333333333333,8.02080627701064
609,"M","Jock River I","M8","ON.M8","13-10-15","20",0,30,30,15,173,11.5333333333333,NA,NA
455,"M","Jock River I","M8","ON.M8","13-10-15","20",0,65,65,23,457,19.8695652173913,NA,NA
617,"M","Jock River I","M8","ON.M8","13-10-15","30",0,80,80,21,281,13.3809523809524,NA,NA
421,"M","Jock River I","M8","ON.M8","13-10-15","40",0,70,65,5,82,16.4,18.8,4.33589667773576
15,"M","Jock River I","M8","ON.M8","13-10-15","20",0,45,40,5,90,18,NA,NA
571,"M","Jock River I","M8","ON.M8","13-10-15","30",0,20,20,19,411,21.6315789473684,NA,NA
688,"M","Jock River I","M8","ON.M8","13-10-15","5",12,60,55,5,44,8.8,64.2,8.01249024960405
7,"M","Jock River I","M8","ON.M8","13-10-15","20",0,80,80,12,180,15,NA,NA
41,"M","Jock River I","M8","ON.M8","13-10-15","20",0,90,90,5,85,17,NA,NA
357,"M","Jock River I","M8","ON.M8","13-10-15","20",0,90,88,6,97,16.1666666666667,NA,NA
68,"M","Jock River I","M8","ON.M8","13-10-15","30",0,130,125,5,93,18.6,NA,NA
30,"M","Jock River I","M8","ON.M8","13-10-15","40",0,55,55,6,130,21.6666666666667,NA,NA
1,"M","Jock River I","M8","ON.M8","13-10-15","12",0,14,8,8,41,5.125,1,1
247,"M","Jock River I","M8","ON.M8","13-10-15","30",7,12,12,5,89,17.8,NA,NA
407,"M","Jock River I","M8","ON.M8","13-10-15","25",0,65,65,16,376,23.5,NA,NA
59,"M","Jock River I","M8","ON.M8","13-10-15","12",9,45,45,21,530,25.2380952380952,2,1.4142135623731
261,"M","Jock River I","M8","ON.M8","13-10-15","25",20,20,20,5,52,10.4,37.8,6.14817045957576
67,"M","Jock River I","M8","ON.M8","13-10-15","15",0,45,45,27,563,20.8518518518519,NA,NA
118,"M","Jock River I","M8","ON.M8","13-10-15","15",0,80,80,21,417,19.8571428571429,NA,NA
367,"M","Jock River I","M8","ON.M8","13-10-15",">20",7,100,100,4,33,8.25,46.9166666666667,6.84957419601151
48,"M","Jock River I","M8","ON.M8","13-10-15","20",0,25,25,4,88,22,NA,NA
629,"M","Jock River I","M8","ON.M8","13-10-15","20",0,80,77,5,78,15.6,0.5,0.707106781186548
603,"M","Jock River I","M8","ON.M8","13-10-15","35",0,20,20,5,63,12.6,NA,NA
423,"M","Jock River I","M8","ON.M8","13-10-15","40",0,100,100,5,108,21.6,10.3333333333333,3.21455025366432
450,"M","Jock River I","M8","ON.M8","13-10-15","25",0,90,90,4,83,20.75,2,1.4142135623731
380,"M","Jock River I","M8","ON.M8","13-10-15","30",0,100,99,6,97,16.1666666666667,6.33333333333333,2.51661147842358
642,"M","Jock River I","M8","ON.M8","13-10-15","",0,70,65,8,117,14.625,24.5,4.94974746830583
398,"M","Jevins","M2","ON.M2","25-10-15","",0,44,25,5,42,8.4,14.8,3.84707681233427
304,"M","Jevins","M2","ON.M2","25-10-15","",0,6,3,3,4,1.33333333333333,0.333333333333333,0.577350269189626
237,"M","Jevins","M2","ON.M2","25-10-15","",8,18,5,5,6,1.2,1.7,1.30384048104053
11,"M","Jevins","M2","ON.M2","25-10-15","",0,4,0,4,0,0,0,0
214,"M","Jevins","M2","ON.M2","25-10-15","",0,3,2,2,1,0.5,0.5,0.707106781186548
288,"M","Jevins","M2","ON.M2","25-10-15","",0,21,20,7,21,3,1.66666666666667,1.29099444873581
163,"M","Jevins","M2","ON.M2","25-10-15","",0,10,3,3,9,3,NA,NA
241,"M","Jevins","M2","ON.M2","25-10-15","",0,37,13,6,21,3.5,NA,NA
425,"M","Jevins","M2","ON.M2","25-10-15","",0,25,17,7,21,3,NA,NA
387,"M","Jevins","M2","ON.M2","25-10-15","",0,12,11,5,41,8.2,NA,NA
575,"M","Jevins","M2","ON.M2","25-10-15","",0,6,5,6,22,3.66666666666667,22.6666666666667,4.76095228569523
600,"M","Jevins","M2","ON.M2","25-10-15","",0,9,9,5,30,6,8.33333333333333,2.88675134594813
73,"M","Jevins","M2","ON.M2","25-10-15","",0,11,10,6,29,4.83333333333333,2,1.4142135623731
548,"M","Jevins","M2","ON.M2","25-10-15","",0,21,10,7,62,8.85714285714286,NA,NA
23,"M","Jevins","M2","ON.M2","25-10-15","",0,15,7,4,16,4,NA,NA
465,"M","Jevins","M2","ON.M2","25-10-15","",0,14,14,5,30,6,NA,NA
485,"M","Jevins","M2","ON.M2","25-10-15","",0,33,20,6,42,7,4.5,2.12132034355964
668,"M","Jevins","M2","ON.M2","25-10-15","",0,31,26,6,88,14.6666666666667,NA,NA
405,"M","Jevins","M2","ON.M2","25-10-15","",0,10,10,5,0,0,0,0
411,"M","Jevins","M2","ON.M2","25-10-15","",0,2,0,2,0,0,0,0
351,"M","Jevins","M2","ON.M2","25-10-15","",0,8,2,2,3,1.5,0.5,0.707106781186548
162,"M","Jevins","M2","ON.M2","25-10-15","",0,5,0,3,1,0.333333333333333,0.333333333333333,0.577350269189626
201,"M","Jevins","M2","ON.M2","25-10-15","",0,35,10,10,57,5.7,150.677777777778,12.2750876892093
107,"M","Jevins","M2","ON.M2","25-10-15","",7,21,7,7,79,11.2857142857143,36.3333333333333,6.02771377334171
228,"M","Jevins","M2","ON.M2","25-10-15","",0,1,1,1,8,8,NA,NA
339,"M","Jevins","M2","ON.M2","25-10-15","",0,4,1,4,12,3,12.6666666666667,3.55902608401044
277,"M","Jevins","M2","ON.M2","25-10-15","",7,13,1,3,8,2.66666666666667,21.3333333333333,4.61880215351701
342,"M","Jevins","M2","ON.M2","25-10-15","",0,18,9,11,47,4.27272727272727,3,1.73205080756888
371,"M","Jevins","M2","ON.M2","25-10-15","2",0,2,1,2,2,1,2,1.4142135623731
349,"M","Jevins","M2","ON.M2","25-10-15","",8,7,3,3,11,3.66666666666667,4.33333333333333,2.08166599946613
178,"M","Jevins","M2","ON.M2","25-10-15","",0,9,0,0,0,0,NA,NA
58,"M","Jevins","M2","ON.M2","25-10-15","",0,9,2,2,8,4,32,5.65685424949238
563,"M","Jevins","M2","ON.M2","25-10-15","",0,22,3,3,3,1,1,1
528,"M","Jevins","M2","ON.M2","25-10-15","",0,2,2,2,19,9.5,24.5,4.94974746830583
413,"M","Jevins","M2","ON.M2","25-10-15","",0,4,1,1,2,2,NA,NA
249,"M","Jevins","M2","ON.M2","25-10-15","",6,16,2,2,17,8.5,NA,NA
21,"M","Jevins","M2","ON.M2","25-10-15","",0,8,0,5,5,1,5,2.23606797749979
497,"M","Hindon bog","M6","ON.M6","24-10-15","",0,12,0,12,0,0,0,0
461,"M","Hindon bog","M6","ON.M6","24-10-15","",0,15,0,7,0,0,NA,NA
650,"M","Hindon bog","M6","ON.M6","24-10-15","",0,3,0,0,0,0,NA,NA
638,"M","Hindon bog","M6","ON.M6","24-10-15","",5,2,0,2,0,0,0,0
587,"M","Hindon bog","M6","ON.M6","24-10-15","",0,11,0,5,0,0,0,0
467,"M","Hindon bog","M6","ON.M6","24-10-15","",0,2,0,2,0,0,NA,NA
343,"M","Hindon bog","M6","ON.M6","24-10-15","",6,6,0,6,0,0,NA,NA
255,"M","Hindon bog","M6","ON.M6","24-10-15","",0,3,0,3,0,0,NA,NA
5,"M","Hindon bog","M6","ON.M6","24-10-15","",0,9,0,8,0,0,0,0
552,"M","Hindon bog","M6","ON.M6","24-10-15","",0,12,0,7,0,0,0,0
100,"M","Hindon bog","M6","ON.M6","24-10-15","",0,10,0,5,0,0,0,0
404,"M","Hindon bog","M6","ON.M6","24-10-15","",0,11,0,6,0,0,0,0
219,"M","Hindon bog","M6","ON.M6","24-10-15","",0,4,4,4,0,0,0,0
579,"M","Hindon bog","M6","ON.M6","24-10-15","",0,26,0,7,0,0,0,0
593,"M","Hindon bog","M6","ON.M6","24-10-15","",0,25,14,8,0,0,0,0
324,"M","Hindon bog","M6","ON.M6","24-10-15","",0,13,0,6,0,0,0,0
114,"M","Hindon bog","M6","ON.M6","24-10-15","",0,2,0,2,0,0,0,0
298,"M","Hindon bog","M6","ON.M6","24-10-15","",0,13,0,6,0,0,0,0
243,"M","Hindon bog","M6","ON.M6","24-10-15","",0,19,0,0,0,0,NA,NA
276,"M","Hindon bog","M6","ON.M6","24-10-15","",0,10,0,4,0,0,0,0
111,"M","Hindon bog","M6","ON.M6","24-10-15","",0,19,0,6,0,0,0,0
45,"M","Hindon bog","M6","ON.M6","24-10-15","",0,22,0,6,0,0,0,0
312,"M","Hindon bog","M6","ON.M6","24-10-15","",0,8,0,4,0,0,0,0
193,"M","Hindon bog","M6","ON.M6","24-10-15","",10,42,0,7,0,0,0,0
514,"M","Hindon bog","M6","ON.M6","24-10-15","",0,21,0,1,0,0,NA,NA
530,"M","Hindon bog","M6","ON.M6","24-10-15","",0,11,0,5,0,0,0,0
414,"M","Hindon bog","M6","ON.M6","24-10-15","",0,7,2,2,0,0,0,0
246,"M","Hindon bog","M6","ON.M6","24-10-15","",6,50,45,5,217,43.4,622.8,24.9559612117025
542,"M","Round Lake","M5","ON.M5","24-10-15","",0,9,4,4,16,4,NA,NA
358,"M","Round Lake","M5","ON.M5","24-10-15","",0,33,14,6,16,2.66666666666667,1.33333333333333,1.15470053837925
138,"M","Round Lake","M5","ON.M5","24-10-15","",0,22,13,5,14,2.8,6.33333333333333,2.51661147842358
117,"M","Round Lake","M5","ON.M5","24-10-15","",0,20,15,6,26,4.33333333333333,5.86666666666667,2.42212028327799
12,"M","Round Lake","M5","ON.M5","24-10-15","15",18,50,50,6,29,4.83333333333333,10.5666666666667,3.25064096243597
141,"M","Round Lake","M5","ON.M5","24-10-15","",0,2,2,2,1,0.5,0.5,0.707106781186548
42,"M","Round Lake","M5","ON.M5","24-10-15","",0,11,4,12,6,0.5,0.818181818181818,0.904534033733291
657,"M","Round Lake","M5","ON.M5","24-10-15","",0,12,3,5,5,1,1.5,1.22474487139159
683,"M","Round Lake","M5","ON.M5","24-10-15","",12,120,110,5,9,1.8,24.5,4.94974746830583
623,"M","Round Lake","M5","ON.M5","24-10-15","",0,4,3,4,16,4,32,5.65685424949238
555,"M","Round Lake","M5","ON.M5","24-10-15","",0,15,6,10,30,3,14,3.74165738677394
517,"M","Round Lake","M5","ON.M5","24-10-15","",0,10,8,5,39,7.8,27.2,5.21536192416212
153,"M","Round Lake","M5","ON.M5","24-10-15","",5,105,105,5,17,3.4,NA,NA
540,"M","Round Lake","M5","ON.M5","24-10-15","",0,12,3,5,3,0.6,1.8,1.34164078649987
183,"M","Round Lake","M5","ON.M5","24-10-15","",0,23,15,5,18,3.6,13.3,3.64691650576209
213,"M","Round Lake","M5","ON.M5","24-10-15","",0,3,3,3,5,1.66666666666667,0.333333333333333,0.577350269189626
310,"M","Round Lake","M5","ON.M5","24-10-15","",3,90,85,5,24,4.8,7.7,2.77488738510232
223,"M","Round Lake","M5","ON.M5","24-10-15","",0,20,15,5,41,8.2,0.5,0.707106781186548
144,"M","Round Lake","M5","ON.M5","24-10-15","",0,11,9,5,104,20.8,508.7,22.5543787322994
365,"M","Round Lake","M5","ON.M5","24-10-15","",0,15,7,6,0,0,0,0
244,"M","Round Lake","M5","ON.M5","24-10-15","",0,60,50,5,46,9.2,0.5,0.707106781186548
129,"M","Round Lake","M5","ON.M5","24-10-15","",6,65,50,6,0,0,NA,NA
84,"M","Round Lake","M5","ON.M5","24-10-15","",0,11,7,7,18,2.57142857142857,8.61904761904762,2.93582145558064
273,"M","Round Lake","M5","ON.M5","24-10-15","",6,8,0,5,1,0.2,0.2,0.447213595499958
95,"M","Round Lake","M5","ON.M5","24-10-15","",0,10,6,5,11,2.2,4.7,2.16794833886788
303,"M","Round Lake","M5","ON.M5","24-10-15","3",0,6,0,5,0,0,0,0
333,"M","Round Lake","M5","ON.M5","24-10-15","",0,21,15,5,20,4,4,2
512,"M","Round Lake","M5","ON.M5","24-10-15","",0,20,19,5,24,4.8,2,1.4142135623731
482,"M","Round Lake","M5","ON.M5","24-10-15","",8,15,11,8,36,4.5,56,7.48331477354788
33,"P","Loch Garry","T12","ON.T12","23-10-15","",0,85,80,5,10,2,20,4.47213595499958
334,"P","Loch Garry","T12","ON.T12","23-10-15","",6,190,180,5,0,0,NA,NA
510,"P","Loch Garry","T12","ON.T12","23-10-15","6 to 8",0,12,12,6,0,0,0,0
29,"P","Loch Garry","T12","ON.T12","23-10-15","",5,80,80,5,105,21,NA,NA
77,"P","Loch Garry","T12","ON.T12","23-10-15","",9,230,225,5,63,12.6,91.8,9.58123165360279
104,"P","Loch Garry","T12","ON.T12","23-10-15","",0,85,85,5,50,10,NA,NA
132,"P","Loch Garry","T12","ON.T12","23-10-15","",0,95,95,5,0,0,NA,NA
20,"P","Loch Garry","T12","ON.T12","23-10-15","8",0,28,28,5,15,3,20,4.47213595499958
102,"P","Loch Garry","T12","ON.T12","23-10-15","",0,75,75,5,257,51.4,149.3,12.2188379152847
81,"P","Loch Garry","T12","ON.T12","23-10-15","",5,30,30,6,0,0,NA,NA
209,"P","Loch Garry","T12","ON.T12","23-10-15","7",0,12,11,6,33,5.5,10.7,3.27108544675922
106,"P","Loch Garry","T12","ON.T12","23-10-15","20",8,110,105,5,26,5.2,3,1.73205080756888
126,"P","Loch Garry","T12","ON.T12","23-10-15","",7,50,50,5,41,8.2,NA,NA
133,"P","Loch Garry","T12","ON.T12","23-10-15","4",3,45,45,5,88,17.6,46.3,6.8044103344816
17,"P","Loch Garry","T12","ON.T12","23-10-15","20",0,30,30,5,37,7.4,NA,NA
65,"P","Loch Garry","T12","ON.T12","23-10-15","4",0,65,55,5,24,4.8,3.7,1.92353840616713
69,"P","Loch Garry","T12","ON.T12","23-10-15","20",0,9,9,6,82,13.6666666666667,135.066666666667,11.6218185610801
49,"P","Loch Garry","T12","ON.T12","23-10-15","10",0,12,12,5,61,12.2,NA,NA
315,"P","Loch Garry","T12","ON.T12","23-10-15","10",0,40,38,5,0,0,0,0
124,"P","Loch Garry","T12","ON.T12","23-10-15","10",4,60,60,7,17,2.42857142857143,37.5833333333333,6.13052471924984
26,"P","Loch Garry","T12","ON.T12","23-10-15","4",18,50,50,5,0,0,0,0
513,"P","Loch Garry","T12","ON.T12","23-10-15","5",11,205,205,5,16,3.2,51.2,7.15541752799933
543,"P","Loch Garry","T12","ON.T12","23-10-15","4",0,55,55,6,0,0,0,0
572,"P","Loch Garry","T12","ON.T12","23-10-15","",6,10,10,5,159,31.8,475.2,21.7990825495019
632,"P","Loch Garry","T12","ON.T12","23-10-15","15",0,55,45,5,45,9,83.5,9.13783344124853
368,"P","Loch Garry","T12","ON.T12","23-10-15","6",0,25,20,6,52,8.66666666666667,13.4666666666667,3.66969571853944
3,"P","Loch Garry","T12","ON.T12","23-10-15","",8,200,190,5,42,8.4,NA,NA
34,"P","Loch Garry","T12","ON.T12","23-10-15","",5,60,60,5,263,52.6,373.8,19.3339080374352
186,"P","Loch Garry","T12","ON.T12","23-10-15","",0,45,40,6,120,20,394.333333333333,19.8578280114753
156,"P","Loch Garry","T12","ON.T12","23-10-15","10",8,45,43,5,228,45.6,265.3,16.2880324164707
220,"P","Loch Garry","T12","ON.T12","23-10-15","",11,125,125,6,90,15,NA,NA
410,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",6,215,215,5,227,45.4,NA,NA
348,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",0,23,20,6,101,16.8333333333333,NA,NA
330,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",0,105,105,5,204,40.8,NA,NA
327,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",10,230,230,5,141,28.2,4,2
150,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",8,500,500,5,154,30.8,109.7,10.4737767782209
108,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",14,245,245,5,284,56.8,221.7,14.8895936814945
36,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",8,130,130,6,464,77.3333333333333,2630.26666666667,51.2861254791846
6,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",7,195,195,8,352,44,135.714285714286,11.6496474502144
63,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",14,320,320,7,87,12.4285714285714,159.285714285714,12.620844436317
671,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",8,139,139,5,264,52.8,1065.7,32.645060882161
608,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",7,144,144,5,136,27.2,719.7,26.827224977623
516,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",2,102,102,6,208,34.6666666666667,NA,NA
518,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",0,115,115,5,153,30.6,NA,NA
309,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",0,55,55,5,218,43.6,117.8,10.8535708409721
458,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",0,70,70,4,121,30.25,NA,NA
216,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",0,105,105,5,91,18.2,0,0
395,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",0,95,95,6,123,20.5,NA,NA
336,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",3,90,90,5,167,33.4,NA,NA
252,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",2,134,134,6,158,26.3333333333333,NA,NA
515,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",0,70,70,5,79,15.8,127.7,11.3004424692133
605,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",0,50,50,5,102,20.4,NA,NA
66,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",4,88,88,4,119,29.75,NA,NA
8,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",14,280,280,5,165,33,19,4.35889894354067
14,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",14,345,345,5,155,31,NA,NA
452,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",16,360,360,5,198,39.6,133.3,11.5455619178973
488,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",17,490,490,5,110,22,NA,NA
539,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",14,460,460,4,154,38.5,NA,NA
521,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",12,215,215,4,132,33,NA,NA
401,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",0,20,20,5,175,35,1028,32.0624390837628
305,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",16,210,210,5,7,1.4,9.8,3.13049516849971
321,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",4,40,40,5,159,31.8,46.2,6.79705818718657
123,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",10,180,180,5,120,24,NA,NA
306,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",10,295,295,7,314,44.8571428571429,NA,NA
96,"P","Pumphouse Marsh","D9","ON.D9","25-10-15","",6,65,65,5,128,25.6,NA,NA
346,"P","Bewdley A","D5","ON.D5","30-10-15","",10,330,310,7,95,13.5714285714286,NA,NA
313,"P","Bewdley A","D5","ON.D5","30-10-15","",10,80,80,6,130,21.6666666666667,NA,NA
392,"P","Bewdley A","D5","ON.D5","30-10-15","",12,140,135,5,46,9.2,NA,NA
120,"P","Bewdley A","D5","ON.D5","30-10-15","5",0,87,85,5,76,15.2,NA,NA
524,"P","Bewdley A","D5","ON.D5","30-10-15","",5,215,215,5,152,30.4,176.333333333333,13.2790561913614
614,"P","Bewdley A","D5","ON.D5","30-10-15","",6,187,187,7,72,10.2857142857143,NA,NA
9,"P","Bewdley A","D5","ON.D5","30-10-15","",14,265,265,5,120,24,NA,NA
225,"P","Bewdley A","D5","ON.D5","30-10-15","",17,425,425,5,120,24,NA,NA
159,"P","Bewdley A","D5","ON.D5","30-10-15","",5,85,85,3,21,7,NA,NA
39,"P","Bewdley A","D5","ON.D5","30-10-15","15",7,95,90,4,78,19.5,NA,NA
307,"P","Bewdley A","D5","ON.D5","30-10-15","",8,210,210,4,80,20,NA,NA
519,"P","Bewdley A","D5","ON.D5","30-10-15","15",4,155,155,5,122,24.4,NA,NA
464,"P","Bewdley A","D5","ON.D5","30-10-15","8",21,215,215,5,78,15.6,NA,NA
635,"P","Bewdley A","D5","ON.D5","30-10-15","6",10,285,285,5,38,7.6,NA,NA
545,"P","Bewdley A","D5","ON.D5","30-10-15","3",6,25,25,4,152,38,70.6666666666667,8.40634680861233
578,"P","Bewdley A","D5","ON.D5","30-10-15","20",14,5,5,5,78,15.6,83.8,9.15423399307665
611,"P","Bewdley A","D5","ON.D5","30-10-15","",14,110,110,5,133,26.6,15.8,3.97492138287036
72,"P","Bewdley A","D5","ON.D5","30-10-15","20",9,20,20,5,153,30.6,NA,NA
189,"P","Bewdley A","D5","ON.D5","30-10-15","",10,100,100,6,192,32,NA,NA
97,"P","Bewdley A","D5","ON.D5","30-10-15","",7,30,30,6,151,25.1666666666667,NA,NA
127,"P","Bewdley A","D5","ON.D5","30-10-15","",6,125,125,5,218,43.6,NA,NA
70,"P","Bewdley A","D5","ON.D5","30-10-15","12",0,55,55,5,131,26.2,NA,NA
40,"P","Bewdley A","D5","ON.D5","30-10-15","4",12,5,5,5,20,4,18,4.24264068711928
192,"P","Bewdley A","D5","ON.D5","30-10-15","6",0,35,35,5,27,5.4,9.8,3.13049516849971
168,"P","Bewdley A","D5","ON.D5","30-10-15","12",9,38,38,5,122,24.4,NA,NA
217,"P","Bewdley A","D5","ON.D5","30-10-15","12",10,165,165,6,211,35.1666666666667,200,14.142135623731
250,"P","Bewdley A","D5","ON.D5","30-10-15","",8,155,150,5,54,10.8,NA,NA
554,"P","Bewdley A","D5","ON.D5","30-10-15","6",3,20,18,5,34,6.8,6.7,2.58843582110896
665,"P","Bewdley A","D5","ON.D5","30-10-15","5",19,440,440,6,261,43.5,NA,NA
422,"M","Caledon","M4","ON.M4","25-10-15","",0,5,0,0,0,0,NA,NA
374,"M","Caledon","M4","ON.M4","25-10-15","",0,3,1,3,6,2,12,3.46410161513775
345,"M","Caledon","M4","ON.M4","25-10-15","",0,4,0,0,0,0,NA,NA
234,"M","Caledon","M4","ON.M4","25-10-15","",0,5,0,0,0,0,NA,NA
177,"M","Caledon","M4","ON.M4","25-10-15","",0,4,4,2,0,0,0,0
198,"M","Caledon","M4","ON.M4","25-10-15","",0,22,7,5,41,8.2,29.7,5.44977063737548
87,"M","Caledon","M4","ON.M4","25-10-15","",0,5,0,1,0,0,NA,NA
674,"M","Caledon","M4","ON.M4","25-10-15","",0,15,4,5,3,0.6,1.8,1.34164078649987
641,"M","Caledon","M4","ON.M4","25-10-15","",0,6,0,2,0,0,0,0
54,"M","Caledon","M4","ON.M4","25-10-15","",6,55,25,5,23,4.6,17.3,4.15932686861708
18,"P","Rideau Bird Sanctuary","T17","ON.T16","26-10-15","",0,55,0,0,0,0,NA,NA
581,"P","Rideau Bird Sanctuary","T17","ON.T16","26-10-15","20",0,20,20,2,24,12,NA,NA
130,"P","Rideau Bird Sanctuary","T17","ON.T16","26-10-15","",6,50,50,2,30,15,8,2.82842712474619
174,"P","Rideau Bird Sanctuary","T17","ON.T16","26-10-15","",0,36,36,4,67,16.75,NA,NA
195,"P","Rideau Bird Sanctuary","T17","ON.T16","26-10-15","",0,55,55,6,228,38,129,11.3578166916005
180,"P","Rideau Bird Sanctuary","T17","ON.T16","26-10-15","",8,110,110,5,316,63.2,79,8.88819441731559
78,"P","Rideau Bird Sanctuary","T17","ON.T16","26-10-15","6",0,2,1,2,6,3,8,2.82842712474619
620,"P","Rideau Bird Sanctuary","T17","ON.T16","26-10-15","",3,50,50,4,110,27.5,NA,NA
551,"P","Rideau Bird Sanctuary","T17","ON.T16","26-10-15","15",0,25,25,3,71,23.6666666666667,NA,NA
525,"P","Rideau Bird Sanctuary","T17","ON.T16","26-10-15","10",0,50,50,4,31,7.75,18.9166666666667,4.3493294502333
109,"P","Otty Lake","D7","ON.D7","26-10-15","",10,125,125,4,54,13.5,2,1.4142135623731
