"Envelope_ID","Type","PopName","Pop_ID","PopCode2","Date_collected","Clump_size","Secondary_branches","Flower_num","Fruit_num","Fruit_num_counted","Total_seeds_counted","Seeds_per_fruit","seed_counted_in_solo_fruit","Seed_var","Seed_stdev","Fertilized_not_viable"
557,"M","Holland River","M12","ON.M12","2015-10-15","",10,60,55,5,13,2.6,13,1.8,1.34164078649987,"N"
558,"M","Holland River","M12","ON.M12","2015-10-15","",8,110,110,0,0,NA,NA,NA,NA,"Y"
559,"P","Samuel de Champlain","D10","ON.D10","2011-10-15","4",0,9,1,0,0,NA,NA,NA,NA,"Y"
560,"M","Holland River","M12","ON.M12","2015-10-15","",16,125,125,5,27,5.4,27,4.3,2.07364413533277,"N"
561,"M","Barrie","M13","ON.M13","2017-10-15","",0,58,58,4,70,17.5,70,11,3.3166247903554,"Y"
562,"P","Joes Lake","T13","ON.T13","2009-10-15","",15,49,48,5,59,11.8,0,NA,NA,"N"
563,"M","Jevins","M2","ON.M2","2025-10-15","",0,22,3,2,3,1.5,3,0.5,0.707106781186548,"N"
564,"M","Barrie","M13","ON.M13","2017-10-15","",0,7,7,2,29,14.5,29,60.5,7.77817459305202,"Y"
565,"M","Constance Lake","M9","ON.M9","2013-10-15","",14,35,0,0,0,NA,NA,NA,NA,"N"
566,"P","Ardoch","D8","ON.D8","2010-10-15","",0,19,16,5,5,1,5,0.25,0.5,"N"
567,"M","Lafarce","M14","ON.M14","2017-10-15","",0,19,19,4,25,6.25,25,10.9166666666667,3.30403793359983,"Y"
568,"M","Mud Lake","M3","ON.M3","2016-10-15","",0,7,7,5,65,13,0,NA,NA,"Y"
570,"P","Otty Lake","D7","ON.D7","2026-10-15","",6,150,150,3,48,16,0,NA,NA,"N"
571,"M","Jock River I","M8","ON.M8","2013-10-15","30",0,20,20,19,411,21.6315789473684,0,NA,NA,"Y"
572,"P","Loch Garry","T12","ON.T12","2023-10-15","",6,10,10,5,159,31.8,159,212.25,14.5688022843335,"N"
573,"M","Ferguson","M11","ON.M11","2010-10-15","",3,30,4,4,32,8,32,22,4.69041575982343,"N"
574,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",0,25,25,5,100,20,39,60.5,7.77817459305202,"Y"
575,"M","Jevins","M2","ON.M2","2025-10-15","",0,6,5,6,22,3.66666666666667,22,24.3,4.9295030175465,"N"
576,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",0,25,15,5,57,11.4,57,2.3,1.51657508881031,"N"
577,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",4,117,112,5,109,21.8,109,41.7,6.45755371638518,"Y"
578,"P","Bewdley A","D5","ON.D5","1930-10-15","20",14,5,5,5,78,15.6,78,83.8,9.15423399307665,"N"
579,"M","Hindon bog","M6","ON.M6","2024-10-15","",0,26,0,0,0,NA,NA,NA,NA,"N"
580,"P","Samuel de Champlain","D10","ON.D10","2011-10-15","11",7,32,25,14,7,0.5,7,0.333333333333333,0.577350269189626,"Y"
581,"P","Rideau Bird Sanctuary","T17","ON.T16","2026-10-15","20",0,20,20,2,24,12,0,NA,NA,"N"
582,"M","Lac LaPeche","M10","ON.M10","2012-10-15","",3,80,80,5,32,6.4,32,1.3,1.14017542509914,"Y"
583,"M","Lac LaPeche","M10","ON.M10","2012-10-15","",10,25,24,12,83,6.91666666666667,17,1.33333333333333,1.15470053837925,"Y"
584,"M","Constance Lake","M9","ON.M9","2013-10-15","",9,20,20,3,25,8.33333333333333,25,60.5,7.77817459305202,"N"
585,"M","Lafarce","M14","ON.M14","2017-10-15","",0,8,7,4,29,7.25,29,3.58333333333333,1.89296944860009,"N"
586,"M","Ferguson","M11","ON.M11","2010-10-15","",3,28,24,5,95,19,23,NA,NA,"N"
587,"M","Hindon bog","M6","ON.M6","2024-10-15","",0,11,0,0,0,NA,NA,NA,NA,"N"
588,"M","Corry Lake","M16","ON.M16","2011-10-15","",3,15,15,5,21,4.2,21,3.2,1.78885438199983,"N"
589,"M","Ferguson","M11","ON.M11","2010-10-15","",4,25,20,5,186,37.2,186,64.7,8.04363102087608,"N"
590,"M","Constance Lake","M9","ON.M9","2013-10-15","",10,20,8,2,18,9,18,NA,NA,"N"
591,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",0,14,14,5,80,16,80,16.5,4.06201920231798,"Y"
592,"P","Ardoch","D8","ON.D8","2010-10-15","",0,137,117,5,34,6.8,34,39.2,6.26099033699941,"Y"
593,"M","Hindon bog","M6","ON.M6","2024-10-15","",0,25,14,0,0,NA,NA,NA,NA,"Y"
594,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",0,45,45,6,74,12.3333333333333,74,13.8666666666667,3.72379734500505,"Y"
595,"P","Ardoch","D8","ON.D8","2010-10-15","",6,95,60,5,17,3.4,17,3.3,1.81659021245849,"N"
596,"M","Ferguson","M11","ON.M11","2010-10-15","",5,15,0,0,0,NA,NA,NA,NA,"N"
597,"M","Lac LaPeche","M10","ON.M10","2012-10-15","",14,80,80,5,42,8.4,42,8.3,2.88097205817759,"Y"
598,"M","Constance Lake","M9","ON.M9","2013-10-15","12",9,75,75,0,0,NA,NA,NA,NA,"Y"
599,"M","Lafarce","M14","ON.M14","2017-10-15","",0,1,1,1,11,11,11,NA,NA,"Y"
600,"M","Jevins","M2","ON.M2","2025-10-15","",0,9,9,5,30,6,11,8.33333333333333,2.88675134594813,"N"
601,"P","Otty Lake","D7","ON.D7","2026-10-15","",5,190,190,5,123,24.6,0,NA,NA,"N"
602,"M","Corry Lake","M16","ON.M16","2011-10-15","",3,20,20,10,106,10.6,5,0.5,0.707106781186548,"Y"
603,"M","Jock River I","M8","ON.M8","2013-10-15","35",0,20,20,5,63,12.6,0,NA,NA,"N"
605,"P","Pumphouse Marsh","D9","ON.D9","2025-10-15","",0,50,50,5,102,20.4,0,NA,NA,"N"
606,"P","Joes Lake","T13","ON.T13","2009-10-15","",10,77,77,5,54,10.8,54,9.2,3.03315017762062,"N"
608,"P","Pumphouse Marsh","D9","ON.D9","2025-10-15","",7,144,144,3,136,45.3333333333333,136,206.333333333333,14.3643076176102,"N"
609,"M","Jock River I","M8","ON.M8","2013-10-15","20",0,30,30,15,173,11.5333333333333,9,NA,NA,"Y"
610,"P","Scugog","D2","ON.D2","2026-10-15","",4,75,75,5,70,14,0,NA,NA,"N"
611,"P","Bewdley A","D5","ON.D5","1930-10-15","",14,110,110,5,133,26.6,133,15.8,3.97492138287036,"N"
613,"M","Holland River","M12","ON.M12","2015-10-15","",0,65,65,5,15,3,0,NA,NA,"N"
614,"P","Bewdley A","D5","ON.D5","1930-10-15","",6,187,187,7,72,10.2857142857143,0,NA,NA,"N"
616,"M","Holland River","M12","ON.M12","2015-10-15","",9,55,55,5,59,11.8,0,NA,NA,"N"
617,"M","Jock River I","M8","ON.M8","2013-10-15","30",0,80,80,21,281,13.3809523809524,0,NA,NA,"N"
619,"M","Holland River","M12","ON.M12","2015-10-15","",0,15,15,0,0,NA,NA,NA,NA,"Y"
620,"P","Rideau Bird Sanctuary","T17","ON.T16","2026-10-15","",3,50,50,4,110,27.5,0,NA,NA,"N"
622,"M","Barrie","M13","ON.M13","2017-10-15","",0,65,65,6,158,26.3333333333333,158,54.6666666666667,7.39369100427294,"Y"
623,"M","Round Lake","M5","ON.M5","2024-10-15","",0,4,3,3,16,5.33333333333333,16,32,5.65685424949238,"N"
624,"P","Scugog","D2","ON.D2","2026-10-15","3",0,60,60,5,61,12.2,0,NA,NA,"N"
625,"P","Samuel de Champlain","D10","ON.D10","2011-10-15","",3,10,0,0,0,NA,NA,NA,NA,"N"
626,"P","Scugog","D2","ON.D2","2026-10-15","4",3,8,8,5,52,10.4,52,6.3,2.50998007960223,"N"
627,"M","Lafarce","M14","ON.M14","2017-10-15","",0,14,14,5,45,9,45,2,1.4142135623731,"Y"
628,"M","Constance Lake","M9","ON.M9","2013-10-15","",6,15,8,0,0,NA,NA,NA,NA,"Y"
629,"M","Jock River I","M8","ON.M8","2013-10-15","20",0,80,77,5,78,15.6,11,0.5,0.707106781186548,"N"
630,"M","Lafarce","M14","ON.M14","2017-10-15","",0,14,14,5,33,6.6,33,3.8,1.94935886896179,"Y"
631,"M","Mud Lake","M3","ON.M3","2016-10-15","",0,10,9,5,80,16,0,NA,NA,"N"
632,"P","Loch Garry","T12","ON.T12","2023-10-15","15",0,55,45,5,45,9,45,77.5833333333333,8.80814017448254,"Y"
634,"P","Scugog","D2","ON.D2","2026-10-15","9",6,65,60,5,51,10.2,51,15.2,3.89871773792359,"N"
635,"P","Bewdley A","D5","ON.D5","1930-10-15","6",10,285,285,5,38,7.6,0,NA,NA,"N"
637,"P","Black River ","T14","ON.T14","2015-10-15","",0,35,34,4,8,2,8,8,2.82842712474619,"Y"
638,"M","Hindon bog","M6","ON.M6","2024-10-15","",5,2,0,0,0,NA,NA,NA,NA,"N"
640,"M","Barrie","M13","ON.M13","2017-10-15","",6,90,90,5,57,11.4,20,50,7.07106781186548,"N"
641,"M","Caledon","M4","ON.M4","2025-10-15","",0,6,0,0,0,NA,NA,NA,NA,"N"
642,"M","Jock River I","M8","ON.M8","2013-10-15","",0,70,65,8,117,14.625,17,24.5,4.94974746830583,"Y"
643,"M","Holland River","M12","ON.M12","2015-10-15","",4,50,50,5,59,11.8,59,13.2,3.63318042491699,"N"
644,"P","Joes Lake","T13","ON.T13","2009-10-15","",0,80,0,0,0,NA,NA,NA,NA,"Y"
645,"M","Corry Lake","M16","ON.M16","2011-10-15","",4,30,30,5,21,4.2,3,0.5,0.707106781186548,"N"
646,"P","Samuel de Champlain","D10","ON.D10","2011-10-15","8",0,10,1,0,0,NA,NA,NA,NA,"N"
647,"P","Joes Lake","T13","ON.T13","2009-10-15","5",0,3,3,3,19,6.33333333333333,19,17.3333333333333,4.16333199893227,"N"
648,"P","Scugog","D2","ON.D2","2026-10-15","8",6,55,50,5,63,12.6,63,10.3,3.20936130717624,"N"
649,"M","Kagawong","M15","ON.M15","2010-10-15","",2,9,9,5,28,5.6,28,1.3,1.14017542509914,"N"
650,"M","Hindon bog","M6","ON.M6","2024-10-15","",0,3,0,0,0,NA,NA,NA,NA,"N"
651,"P","Black River ","T14","ON.T14","2015-10-15","",0,25,10,1,27,27,27,NA,NA,"N"
652,"P","Joes Lake","T13","ON.T13","2009-10-15","",7,60,52,7,62,8.85714285714286,62,330.333333333333,18.1750745069541,"N"
653,"M","Constance Lake","M9","ON.M9","2013-10-15","",12,35,30,0,0,NA,NA,NA,NA,"Y"
654,"M","Barrie","M13","ON.M13","2017-10-15","",6,100,100,5,94,18.8,0,NA,NA,"Y"
655,"P","Joes Lake","T13","ON.T13","2009-10-15","",10,38,36,6,60,10,60,22,4.69041575982343,"N"
656,"M","Kagawong","M15","ON.M15","2010-10-15","",0,70,70,5,21,4.2,21,12.7,3.56370593624109,"N"
657,"M","Round Lake","M5","ON.M5","2024-10-15","",0,12,3,3,5,1.66666666666667,5,1.33333333333333,1.15470053837925,"N"
658,"M","Constance Lake","M9","ON.M9","2013-10-15","",12,50,50,6,72,12,72,133.3,11.5455619178973,"Y"
659,"M","Kagawong","M15","ON.M15","2010-10-15","",0,100,100,5,54,10.8,54,13.7,3.70135110466435,"N"
660,"M","Lafarce","M14","ON.M14","2017-10-15","",0,16,14,5,39,7.8,39,7.2,2.68328157299975,"Y"
661,"M","Mud Lake","M3","ON.M3","2016-10-15","",0,21,20,5,84,16.8,0,NA,NA,"N"
662,"M","Kagawong","M15","ON.M15","2010-10-15","",3,30,30,5,30,6,30,11,3.3166247903554,"N"
663,"P","Samuel de Champlain","D10","ON.D10","2011-10-15","10",0,25,21,7,20,2.85714285714286,20,1.14285714285714,1.0690449676497,"Y"
664,"M","Corry Lake","M16","ON.M16","2011-10-15","",5,100,95,5,41,8.2,41,3.7,1.92353840616713,"N"
665,"P","Bewdley A","D5","ON.D5","1930-10-15","5",19,440,440,6,261,43.5,0,NA,NA,"N"
666,"M","Lac LaPeche","M10","ON.M10","2012-10-15","",17,180,180,5,56,11.2,56,9.7,3.11448230047949,"Y"
667,"P","Scugog","D2","ON.D2","2026-10-15","5",3,45,45,5,55,11,55,21.5,4.63680924774785,"N"
668,"M","Jevins","M2","ON.M2","2025-10-15","",0,31,26,6,88,14.6666666666667,4,NA,NA,"Y"
671,"P","Pumphouse Marsh","D9","ON.D9","2025-10-15","",8,139,139,5,264,52.8,264,259.333333333333,16.1038297722415,"N"
673,"M","Holland River","M12","ON.M12","2015-10-15","",13,30,30,5,27,5.4,27,2.3,1.51657508881031,"N"
674,"M","Caledon","M4","ON.M4","2025-10-15","",0,15,4,3,3,1,3,NA,NA,"N"
675,"P","Scugog","D2","ON.D2","2026-10-15","5",0,120,120,5,82,16.4,0,NA,NA,"N"
676,"M","Holland River","M12","ON.M12","2015-10-15","",0,70,70,5,49,9.8,0,NA,NA,"N"
677,"M","Lac LaPeche","M10","ON.M10","2012-10-15","",12,20,20,5,42,8.4,42,5.3,2.30217288664427,"Y"
678,"P","Scugog","D2","ON.D2","2026-10-15","6",9,145,145,5,67,13.4,12,NA,NA,"N"
679,"M","Barrie","M13","ON.M13","2017-10-15","2",0,30,30,5,110,22,26,NA,NA,"N"
680,"M","Constance Lake","M9","ON.M9","2013-10-15","",10,13,13,0,0,NA,NA,NA,NA,"Y"
681,"M","Barrie","M13","ON.M13","2017-10-15","",0,25,25,5,121,24.2,36,NA,NA,"Y"
682,"M","Lafarce","M14","ON.M14","2017-10-15","",0,11,11,5,46,9.2,15,4.5,2.12132034355964,"N"
683,"M","Round Lake","M5","ON.M5","2024-10-15","",12,120,110,4,9,2.25,7,NA,NA,"N"
684,"M","Lafarce","M14","ON.M14","2017-10-15","",0,9,9,3,20,6.66666666666667,20,9.33333333333333,3.05505046330389,"N"
685,"M","Ferguson","M11","ON.M11","2010-10-15","",0,118,95,5,54,10.8,54,37.6666666666667,6.13731754650732,"Y"
686,"M","Constance Lake","M9","ON.M9","2013-10-15","3",10,10,8,3,8,2.66666666666667,8,NA,NA,"Y"
687,"M","Kagawong","M15","ON.M15","2010-10-15","",2,110,110,5,62,12.4,62,20.8,4.56070170039655,"N"
688,"M","Jock River I","M8","ON.M8","2013-10-15","5",12,60,55,5,44,8.8,44,64.2,8.01249024960405,"N"
689,"P","Joes Lake","T13","ON.T13","2009-10-15","40",0,10,0,5,14,2.8,14,8.33333333333333,2.88675134594813,"N"
690,"M","Mud Lake","M3","ON.M3","2016-10-15","",0,20,17,5,46,9.2,46,34.7,5.89067059000926,"N"
691,"M","Mud Lake","M3","ON.M3","2016-10-15","",0,30,25,5,64,12.8,0,NA,NA,"N"
693,"M","Lafarce","M14","ON.M14","2017-10-15","3",0,40,7,6,30,5,30,2.4,1.54919333848297,"Y"
694,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",0,50,45,5,57,11.4,57,10.3,3.20936130717624,"Y"
695,"P","Joes Lake","T13","ON.T13","2009-10-15","",12,55,50,5,62,12.4,62,64.3,8.01872807869178,"N"
696,"P","Black River ","T14","ON.T14","2015-10-15","",0,28,26,5,4,0.8,4,NA,NA,"Y"
697,"M","Holland River","M12","ON.M12","2015-10-15","",10,145,145,5,16,3.2,16,7.2,2.68328157299975,"N"
698,"M","Lac LaPeche","M10","ON.M10","2012-10-15","",15,20,20,5,39,7.8,39,5.2,2.28035085019828,"Y"
699,"P","Black River ","T14","ON.T14","2015-10-15","",4,12,10,4,51,12.75,51,32.25,5.67890834580027,"Y"
700,"M","Barrie","M13","ON.M13","2017-10-15","",8,58,58,6,153,25.5,39,180.5,13.4350288425444,"N"
701,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",0,70,68,8,144,18,144,31.7142857142857,5.63154381269344,"Y"
702,"P","Black River ","T14","ON.T14","2015-10-15","",10,65,60,6,131,21.8333333333333,84,52.6666666666667,7.25718035235908,"Y"
704,"P","Samuel de Champlain","D10","ON.D10","2011-10-15","9",0,10,1,0,0,NA,NA,NA,NA,"N"
705,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",0,70,70,7,74,10.5714285714286,74,15.6190476190476,3.95209408023742,"N"
706,"M","Barrie","M13","ON.M13","2017-10-15","",0,75,75,6,135,22.5,0,NA,NA,"Y"
707,"M","Constance Lake","M9","ON.M9","2013-10-15","",11,45,20,20,90,4.5,90,11,3.3166247903554,"N"
708,"M","Lac LaPeche","M10","ON.M10","2012-10-15","",10,130,130,6,44,7.33333333333333,44,10.2666666666667,3.20416395751944,"Y"
709,"M","Lafarce","M14","ON.M14","2017-10-15","8",0,8,8,4,46,11.5,46,5.66666666666667,2.38047614284762,"Y"
710,"M","Constance Lake","M9","ON.M9","2013-10-15","",8,65,63,0,0,NA,NA,NA,NA,"Y"
711,"P","Joes Lake","T13","ON.T13","2009-10-15","",10,70,30,0,0,NA,NA,NA,NA,"Y"
712,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",3,28,28,5,94,18.8,0,NA,NA,"Y"
713,"M","Constance Lake","M9","ON.M9","2013-10-15","",4,70,69,3,1,0.333333333333333,1,NA,NA,"Y"
714,"P","Joes Lake","T13","ON.T13","2009-10-15","",8,8,6,5,28,5.6,28,17.3,4.15932686861708,"N"
715,"M","Constance Lake","M9","ON.M9","2013-10-15","2",12,45,45,0,0,NA,NA,NA,NA,"Y"
716,"P","Otty Lake","D7","ON.D7","2026-10-15","",16,305,305,5,34,6.8,0,NA,NA,"N"
717,"P","Otty Lake","D7","ON.D7","2026-10-15","",0,25,25,5,27,5.4,11,2.33333333333333,1.52752523165195,"N"
718,"M","Mud Lake","M3","ON.M3","2016-10-15","",0,11,7,5,60,12,20,8,2.82842712474619,"N"
719,"M","Mud Lake","M3","ON.M3","2016-10-15","",1,25,25,5,38,7.6,2,NA,NA,"N"
720,"P","Cow Bay QUBS","T6","EO.T6","2027-10-15","",12,195,195,5,100,20,0,NA,NA,"N"
721,"M","Mud Lake","M3","ON.M3","2016-10-15","15",0,10,9,5,49,9.8,49,39.7,6.30079360080935,"N"
722,"M","Mud Lake","M3","ON.M3","2016-10-15","15",0,20,15,5,42,8.4,0,NA,NA,"N"
725,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",0,13,10,5,48,9.6,48,19.8,4.4497190922574,"Y"
728,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",0,45,45,5,93,18.6,93,4.3,2.07364413533277,"Y"
731,"P","Scugog","D2","ON.D2","2026-10-15","5",0,30,25,4,28,7,28,4.33333333333333,2.08166599946613,"N"
732,"M","Barrie","M13","ON.M13","2017-10-15","",0,6,6,3,43,14.3333333333333,43,40.5,6.36396103067893,"Y"
733,"P","Scugog","D2","ON.D2","2026-10-15","2",0,20,18,5,58,11.6,24,2,1.4142135623731,"N"
734,"P","Scugog","D2","ON.D2","2026-10-15","",3,20,20,5,20,4,20,23.3333333333333,4.83045891539648,"N"
735,"P","Samuel de Champlain","D10","ON.D10","2011-10-15","",4,35,0,0,0,NA,NA,NA,NA,"N"
736,"P","Scugog","D2","ON.D2","2026-10-15","10",0,30,30,4,57,14.25,24,32,5.65685424949238,"N"
737,"M","Barrie","M13","ON.M13","2017-10-15","",0,35,32,5,122,24.4,0,NA,NA,"Y"
738,"M","Kagawong","M15","ON.M15","2010-10-15","",0,23,19,5,47,9.4,47,17.3,4.15932686861708,"N"
739,"M","Barrie","M13","ON.M13","2017-10-15","",0,27,27,5,86,17.2,19,60.5,7.77817459305202,"N"
740,"M","Barrie","M13","ON.M13","2017-10-15","",0,35,33,5,84,16.8,84,34.7,5.89067059000926,"Y"
741,"M","Kagawong","M15","ON.M15","2010-10-15","",2,14,10,5,22,4.4,22,8.8,2.96647939483827,"N"
742,"M","Barrie","M13","ON.M13","2017-10-15","",0,18,17,5,85,17,0,NA,NA,"N"
743,"M","Kagawong","M15","ON.M15","2010-10-15","",0,30,24,5,34,6.8,34,3.2,1.78885438199983,"N"
744,"M","Ferguson","M11","ON.M11","2010-10-15","25",0,8,4,5,12,2.4,12,4.66666666666667,2.16024689946929,"N"
745,"M","Lafarce","M14","ON.M14","2017-10-15","",0,27,27,5,45,9,23,14.3333333333333,3.78593889720018,"N"
746,"P","Samuel de Champlain","D10","ON.D10","2011-10-15","",2,20,0,0,0,NA,NA,NA,NA,"N"
747,"P","Cow Bay QUBS","T6","EO.T6","2027-10-15","",0,68,68,4,64,16,0,NA,NA,"N"
748,"M","Lafarce","M14","ON.M14","2017-10-15","",0,11,11,6,40,6.66666666666667,40,3.86666666666667,1.96638416050035,"N"
749,"M","Kagawong","M15","ON.M15","2010-10-15","",2,45,45,5,76,15.2,76,15.2,3.89871773792359,"N"
750,"M","Ferguson","M11","ON.M11","2010-10-15","20",7,100,2,2,12,6,12,2,1.4142135623731,"N"
